Iteratie: 1
Epoca 3: tensor(1.6052, grad_fn=<DivBackward0>)
Epoca 4: tensor(1.5801, grad_fn=<DivBackward0>)
Epoca 5: tensor(1.5656, grad_fn=<DivBackward0>)
Epoca 6: tensor(1.5587, grad_fn=<DivBackward0>)
Epoca 7: tensor(1.5598, grad_fn=<DivBackward0>)
Epoca 8: tensor(1.5564, grad_fn=<DivBackward0>)
Epoca 9: tensor(1.5504, grad_fn=<DivBackward0>)
Iteratie: 45
Epoca 0: tensor(1.8924, grad_fn=<DivBackward0>)
Epoca 1: tensor(1.7283, grad_fn=<DivBackward0>)
Epoca 2: tensor(1.6568, grad_fn=<DivBackward0>)
Epoca 3: tensor(1.6072, grad_fn=<DivBackward0>)
Epoca 4: tensor(1.5760, grad_fn=<DivBackward0>)
Epoca 5: tensor(1.5596, grad_fn=<DivBackward0>)
Epoca 6: tensor(1.5499, grad_fn=<DivBackward0>)
Epoca 7: tensor(1.5365, grad_fn=<DivBackward0>)
Epoca 8: tensor(1.5333, grad_fn=<DivBackward0>)
Epoca 9: tensor(1.5349, grad_fn=<DivBackward0>)
